,Price,Close,High,Low,Open,Volume,SMA_10,SMA_20,SMA_50,EMA_9,EMA_21,EMA_50,RSI_14,MACD,MACD_signal,MACD_hist,ATR_14,BB_upper,BB_middle,BB_lower,BB_width,OBV,Vol_Avg20,VWAP,Pivot,R1,S1,Price_Change_Pct,Liquidity_Raw,Liquidity_20MA
13,2025-10-31 14:35:00+00:00,271.0823059082031,271.2300109863281,270.3500061035156,270.5799865722656,506258,270.3682525634766,,,270.65279221462674,,,,,,,,,,,,6177263.0,,271.40672687337855,270.88744099934894,271.42487589518225,270.54487101236975,0.18934049233716443,445509.5119628906,
14,2025-10-31 14:40:00+00:00,270.7130126953125,271.5599060058594,270.5199890136719,271.1050109863281,623853,270.3115539550781,,,270.6648363107639,,,39.12778551532021,,,,1.3220432826450812,,,,,5553410.0,,271.3836985663837,270.93096923828125,271.3419494628906,270.3020324707031,-0.13622918384635918,648755.3353271484,
15,2025-10-31 14:45:00+00:00,270.7900085449219,271.0,270.5801086425781,270.7099914550781,378357,270.3468536376953,,,270.6898707575955,,,39.60393671597516,,,,1.2576038594148522,,,,,5931767.0,,271.37198190046115,270.7900390625,270.9999694824219,270.580078125,0.028441872388329514,158868.83432006836,
16,2025-10-31 14:50:00+00:00,270.5,270.93951416015625,270.4200134277344,270.7900085449219,327768,270.40635375976564,,,270.6518966060764,,,38.3859943446095,,,,1.2048822074867824,,,,,5603999.0,,271.35732458771207,270.6198425292969,270.8196716308594,270.3001708984375,-0.10709721029967811,170275.71606445312,
17,2025-10-31 14:55:00+00:00,270.5899963378906,270.79998779296875,270.2799987792969,270.5249938964844,319863,270.4389923095703,,,270.6395165524392,,,39.01278985260843,,,,1.1559612650714317,,,,,5923862.0,,271.3449406360367,270.55666097005206,270.83332316080725,270.3133341471354,0.03327036520910376,166325.24588012695,
18,2025-10-31 15:00:00+00:00,270.9100036621094,271.04998779296875,270.3999938964844,270.625,330463,270.59498291015626,,,270.69361397437325,,,41.299484172993964,,,,1.1198207387437848,,,,,6254325.0,,271.3378074827785,270.7866617838542,271.173329671224,270.5233357747396,0.11826280666309419,214798.93301391602,
19,2025-10-31 15:05:00+00:00,271.1369934082031,271.17999267578125,270.4800109863281,270.9200134277344,389901,270.71168212890626,270.702375793457,,270.78228986113925,,,42.93395847986616,,,,1.0898322352230234,272.22633262862064,270.702375793457,269.1784189582934,1.1241231349565628,6644226.0,1026977.8,271.33399544280593,270.9323323567708,271.3846537272135,270.6846720377604,0.0837878790097557,272923.5606994629,2794734.7390762237
20,2025-10-31 15:10:00+00:00,270.9403076171875,271.2200012207031,270.6499938964844,271.125,320451,270.7612640380859,270.5993911743164,,270.8138934123489,270.71370588030135,,41.84666090026373,,,,1.052701884437004,271.71093425488294,270.5993911743164,269.48784809374985,0.8205077275818639,6323775.0,717275.65,271.32794761849755,270.936767578125,271.2235412597656,270.6535339355469,-0.07254111235183158,182659.41705322266,1201297.8121841336
21,2025-10-31 15:15:00+00:00,271.260009765625,271.3500061035156,270.8699951171875,270.92498779296875,296761,270.84926452636716,270.6608917236328,,270.9031166830041,270.7633698698762,,44.315207589420666,,,,1.0117953917149412,271.7757193311298,270.6608917236328,269.5460641161358,0.8219623736356969,6620536.0,610759.9,271.32699467024213,271.1600036621094,271.45001220703125,270.9700012207031,0.11799726340062655,142448.5403137207,704802.709884641
22,2025-10-31 15:20:00+00:00,271.3432006835937,271.3800048828125,270.7427978515625,271.29998779296875,328496,270.9265838623047,270.6928024291992,,270.99113348312204,270.81608176203235,,44.96981766584995,,,,0.9850390802531596,271.8467034882707,270.6928024291992,269.53890137012775,0.8505103913895427,6949032.0,549334.25,271.3272424498627,271.15533447265625,271.56787109375,270.9306640625,0.030668331111760594,209319.9609375,567353.328092954
23,2025-10-31 15:25:00+00:00,271.29998779296875,271.5199890136719,271.1499938964844,271.3699951171875,337980,270.94835205078124,270.6583023071289,,271.0529043450914,270.8600732193902,,44.67602382948326,,,,0.9411073686056124,271.6897683478935,270.6583023071289,269.6268362663643,0.7603878268890444,6611052.0,497760.7,271.32682035272,271.3233235677083,271.49665323893225,271.12665812174475,-0.01592554761500331,125050.94970703125,416809.41983489733
24,2025-10-31 15:30:00+00:00,271.1499938964844,271.364990234375,270.8739929199219,271.2998962402344,350952,270.99205017089844,270.6518020629883,,271.07232225537,270.8864296445806,,43.61099227766034,,,,0.9089566504518632,271.6690552289516,270.6518020629883,269.63454889702496,0.7503250517141276,6260100.0,470506.6,271.3240217124235,271.12965901692706,271.38532511393225,270.89432779947913,-0.05528710034400364,172316.48950195312,368974.664793396
25,2025-10-31 15:35:00+00:00,270.3999938964844,271.1455078125,270.2200012207031,271.1400146484375,372240,270.9530487060547,270.649951171875,,270.93785658359286,270.8422082129355,,38.64958221203669,,,,0.9104592236896766,271.6688941499702,270.649951171875,269.6310081937798,0.7536560658986352,5887860.0,456009.15,271.30876608114744,270.5885009765625,270.9570007324219,270.031494140625,-0.27659967430658794,344510.57373046875,344813.38097991946
26,2025-10-31 15:40:00+00:00,271.0199890136719,271.07000732421875,270.28009033203125,270.4100036621094,347321,271.0050476074219,270.70570068359376,,270.95428306960866,270.8583701039115,,44.29168350266907,,,,0.901849064296664,271.67637444329773,270.70570068359376,269.7350269238898,0.7163115630227584,6235181.0,439024.5,271.3043850466212,270.79002888997394,271.29996744791663,270.51005045572913,0.22928814023008837,274354.7596435547,331394.82073822024
27,2025-10-31 15:45:00+00:00,270.6849975585937,271.25,270.5899963378906,271.0199890136719,342841,271.01454772949216,270.7267700195313,,270.9004259674057,270.84260896342806,,42.04192407184017,,,,0.8845743927118577,271.676206124809,270.7267700195313,269.7773339142535,0.7015062628819949,5892340.0,427160.3,271.29524638416365,270.84166463216144,271.09333292643225,270.4333292643229,-0.1236039660016619,226276.31552124023,318053.1469741821
28,2025-10-31 15:50:00+00:00,271.0400085449219,271.1499938964844,270.6000061035156,270.7099914550781,294946,271.0275482177734,270.81126556396487,,270.92834248290893,270.8605543799275,,45.217679608532066,,,,0.8606753498730643,271.5278192922238,270.81126556396487,270.09471183570594,0.5287438796255565,6187286.0,395758.25,271.2920472154337,270.9300028483073,271.259999593099,270.71001180013025,0.13115281213593732,162216.69958496094,280937.11194152833
29,2025-10-31 15:55:00+00:00,271.4599914550781,271.5400085449219,270.92999267578125,271.0249938964844,282641,271.0598480224609,270.8857650756836,,271.0346722773428,270.9150486594867,,48.7923996715736,,,,0.8427711012493185,271.5444550284005,270.8857650756836,270.2270751229667,0.48529431477999996,6469927.0,379291.75,271.2940404781818,271.30999755859375,271.69000244140625,271.0799865722656,0.15495236751612573,172415.4952697754,255318.47530212402
30,2025-10-31 16:00:00+00:00,271.1448059082031,271.5,270.739990234375,271.44000244140625,336164,271.0802978515625,270.92078094482423,,271.05669900351484,270.93593568209724,,46.34810823706078,,,,0.8368595772761529,271.5559529225284,270.92078094482423,270.2856089671201,0.4685112632540607,6133763.0,366145.75,271.2919631877053,271.1282653808594,271.51654052734375,270.75653076171875,-0.11610755057699373,255487.9228515625,239040.9173980713
31,2025-10-31 16:05:00+00:00,271.1300048828125,271.760009765625,271.1059875488281,271.1499938964844,332377,271.0672973632812,270.9582809448242,,271.0713601793744,270.9535783367077,,46.230984709338365,,,,0.8237997658133474,271.54826876055483,270.9582809448242,270.36829312909356,0.4352065836355083,5801386.0,362727.4,271.28976444498744,271.3320007324219,271.5580139160156,270.90399169921875,-0.005458716179740364,217381.94235229492,243097.439894104
32,2025-10-31 16:10:00+00:00,271.5205078125,271.6000061035156,271.0,271.1499938964844,246119,271.08502807617185,271.0058059692383,,271.1611897059995,271.0051173799616,,49.8330146037549,,,,0.8078145042206529,271.6158220674821,271.0058059692383,270.39578987099446,0.44933335103002114,6047505.0,353287.6,271.2920609665948,271.3735046386719,271.74700927734375,271.1470031738281,0.1440279285416235,147672.9021911621,235478.45529632567
33,2025-10-31 16:15:00+00:00,271.4800109863281,272.0599975585937,271.4100036621094,271.5307922363281,575227,271.1030303955078,271.0256912231445,,271.22495396206523,271.0482895259949,,49.462950785120015,0.18463748132739966,0.13861426879250555,0.04602321253489411,0.7965416036680576,271.6693849223342,271.0256912231445,270.38199752395485,0.47421075080336983,5472278.0,356736.05,271.2963335566349,271.65000406901044,271.8900044759115,271.2400105794272,-0.014914831479262425,373894.03909298487,231897.6816528304
34,2025-10-31 16:20:00+00:00,272.42999267578125,272.4700012207031,271.42010498046875,271.4757995605469,404851,271.2310302734375,271.11154022216795,,271.4659617048084,271.1738989032482,,57.446154444711375,0.27144307370735987,0.1651800297754764,0.10626304393188346,0.8146383634227945,271.9831595871981,271.11154022216795,270.2399208571378,0.6398850262184279,5877129.0,345785.95,271.3141858419308,272.10669962565106,272.79329427083337,271.743398030599,0.34992693789930307,425051.54275512695,220712.49202422932
35,2025-10-31 16:25:00+00:00,272.4349975585937,272.8584899902344,272.3323059082031,272.4100036621094,415563,271.4345306396484,271.19378967285155,,271.6597688755655,271.2885442355523,,57.484259310798045,0.3367590347569944,0.19949583077178001,0.1372632039852144,0.7940344861805413,272.2244650675577,271.19378967285155,270.16311427814543,0.7566394948831424,6292692.0,347646.25,271.33201462828134,272.54193115234375,272.7515563964844,272.2253723144531,0.001837126214798701,218662.63568115234,223702.18209228353
36,2025-10-31 16:30:00+00:00,272.760009765625,272.9800109863281,272.17999267578125,272.42999267578125,501641,271.60853271484376,271.3067901611328,,271.87981705357737,271.4223138291953,,59.989807232558064,0.41002169842226976,0.24160100430187798,0.1684206941203918,0.794461902206708,272.49235145504207,271.3067901611328,270.1212288672236,0.8693072675338035,6794333.0,356339.9,271.3589183123467,272.64000447591144,273.10001627604163,272.29999796549475,0.11929899239961905,401321.9853210449,235254.49555511313
37,2025-10-31 16:35:00+00:00,273.0400085449219,273.1430053710937,272.6499938964844,272.7300109863281,361191,271.8440338134766,271.4292907714844,,272.11185535184626,271.56937698517044,,62.06398430283959,0.48508469424723444,0.2902977422909493,0.19478695195628515,0.7729297288068944,272.78707591635845,271.4292907714844,270.0715056266103,0.9945686363767324,7155524.0,358406.3,271.3814175715244,272.9443359375,273.2386779785156,272.7456665039063,0.10265389693213667,178071.30752561425,235841.7986373875
38,2025-10-31 16:40:00+00:00,272.6300048828125,273.1700134277344,272.3900146484375,273.0450134277344,470387,272.00303344726564,271.51529083251955,,272.2154852580395,271.6657977031379,,57.37364852287114,0.5056598581668936,0.3333701654661382,0.17228969270075545,0.7734346609847501,272.946516710101,271.51529083251955,270.0840649549381,1.0499401033988354,6685137.0,365402.5,271.4028075325425,272.7300109863281,273.07000732421875,272.2900085449219,-0.15016248508573637,366901.28579711914,243446.91627654765
39,2025-10-31 16:45:00+00:00,272.68951416015625,272.79998779296875,272.3599853515625,272.6400146484375,274709,272.12598571777346,271.59291687011716,,272.3102910384629,271.75886283559413,,57.8712984902377,0.5207646741522467,0.37084906720335986,0.14991560694888684,0.7496180738720001,273.10004745579056,271.59291687011716,270.08578628444377,1.1053821341940013,6959846.0,359642.9,271.4155532636197,272.6164957682292,272.87300618489587,272.4330037434896,0.021827853236233707,120872.63067626953,235844.36977538798
40,2025-10-31 16:50:00+00:00,272.17999267578125,272.6700134277344,272.0,272.6499938964844,263434,272.22950439453126,271.6549011230469,,272.28423136592653,271.7971473665202,,52.24698452499633,0.4860187030322436,0.3938829943691366,0.092135708663107,0.745324937178018,273.15150602904293,271.6549011230469,270.15829621705086,1.0997170594965673,6696412.0,356792.05,271.42274644927005,272.28333536783856,272.5666707356771,271.89665730794275,-0.18685041335170238,176504.31732177734,235536.6147888157
41,2025-10-31 16:55:00+00:00,271.6199951171875,272.32000732421875,271.4800109863281,272.17999267578125,286499,272.27850341796875,271.672900390625,,272.15138411617875,271.78104261658086,,46.856982118798975,0.40858523149159964,0.3968234417936292,0.011761789697970426,0.7520871800860613,273.1586951944993,271.672900390625,270.1871055867507,1.0940246157012519,6409913.0,356278.95,271.4247445700805,271.8066711425781,272.1333312988281,271.2933349609375,-0.2057453059236436,240658.11080932617,240447.09331359598
42,2025-10-31 17:00:00+00:00,271.2300109863281,271.7900085449219,271.0400085449219,271.6400146484375,391707,272.24945373535155,271.66724090576173,,271.9671094902086,271.7309488320124,,43.49200120307052,0.3121518945579851,0.3798891323465004,-0.06773723778851531,0.7519380957941999,273.15886683260584,271.66724090576173,270.1756149789176,1.0998974054676394,6018206.0,359439.5,271.42208437742374,271.3533426920573,271.66667683919275,270.91667683919275,-0.1435771069398295,293780.25,244670.107766721
43,2025-10-31 17:05:00+00:00,271.30108642578125,271.4555053710937,271.0299987792969,271.2300109863281,300629,272.2315612792969,271.6672958374023,,271.8339048773231,271.6918704314459,,44.27741200884005,0.23871125942895333,0.351653557762991,-0.11294229833403768,0.7286215597943869,273.1588677412853,271.6672958374023,270.17572393351935,1.0995694293255358,6318835.0,357571.95,271.4208289540873,271.26219685872394,271.494394938151,271.0688883463542,0.02620485808140227,127919.62118528565,244813.5413406337
44,2025-10-31 17:10:00+00:00,271.1499938964844,271.39990234375,270.92999267578125,271.32501220703125,327116,272.1035614013672,271.6672958374023,,271.69712268115535,271.6426089282676,,42.9119692125979,0.16639897874944154,0.3146026419602811,-0.14820366321083955,0.7101421389496986,273.1588677412853,271.6672958374023,270.17572393351935,1.1001821408503523,5991719.0,356380.15,271.4178054373161,271.1599629720052,271.38993326822913,270.9200236002604,-0.05569182611371293,153714.97094726562,243883.46541289933
45,2025-10-31 17:15:00+00:00,271.0450134277344,271.3900146484375,270.9100036621094,271.1600036621094,240392,271.9645629882813,271.69954681396484,,271.5667008304712,271.58828206458276,,41.944109396822135,0.0994732630033468,0.27157676616889426,-0.17210350316554746,0.693704199476729,273.10555623073594,271.69954681396484,270.29353739719375,1.0374730005102761,5751327.0,349787.75,271.4147719379806,271.11501057942706,271.32001749674475,270.84000651041663,-0.03871675128640506,115390.80102539062,232427.47677764544
46,2025-10-31 17:20:00+00:00,270.5599975585937,271.1099853515625,270.2799987792969,271.0299987792969,327707,271.74456176757815,271.6765472412109,,271.3653601760957,271.49480165494737,,37.71209796765042,0.007214262381978642,0.21870426541151114,-0.2114900030295325,0.7034386546759359,273.1401391580435,271.6765472412109,270.21295532437836,1.081898233322986,5423620.0,348807.05,271.40539408380965,270.6499938964844,271.0199890136719,270.19000244140625,-0.17894292280348223,271992.4096374512,232309.35927734026
47,2025-10-31 17:25:00+00:00,270.3487854003906,270.7550048828125,270.1499938964844,270.5849914550781,260115,271.475439453125,271.6597366333008,,271.16204522095467,271.3906183590786,,36.0082699349059,-0.0819994773619328,0.15856351685682235,-0.24056299421875516,0.6964081069368065,273.17529826498014,271.6597366333008,270.1441750016214,1.1211898950718728,5163505.0,344670.75,271.39627228994624,270.4179280598958,270.68586222330725,270.08085123697913,-0.07806481375995933,157372.43270874023,228864.16513671525
48,2025-10-31 17:30:00+00:00,270.385009765625,270.84100341796875,270.1099853515625,270.3299865722656,303613,271.2509399414063,271.6269866943359,,271.00663812988876,271.29919939603735,,36.53784367729486,-0.14807212207290377,0.09723638907087712,-0.24530851114378088,0.6988802468989096,273.22097852685636,271.6269866943359,270.0329948618155,1.1790534052920565,5467118.0,345104.1,271.386183697519,270.44533284505206,270.78068033854163,270.0496622721354,0.013399122611446046,221946.58819580078,231850.65956725724
49,2025-10-31 17:35:00+00:00,270.6400146484375,270.739990234375,270.260009765625,270.3868103027344,210155,271.0459899902344,271.5859878540039,271.12731506347654,270.9333134335985,271.2392735098919,271.12731506347654,40.28432306276415,-0.17780873770959715,0.04222736371478226,-0.2200361014243794,0.6832445484597017,273.2362398421412,271.5859878540039,269.93573586586666,1.2195181043578796,5677273.0,341479.8,271.3810664714003,270.5466715494792,270.83333333333337,270.35335286458337,0.09431176788741169,100870.29541015625,228273.3995742763
50,2025-10-31 17:40:00+00:00,271.04998779296875,271.04998779296875,270.5899963378906,270.67999267578125,196272,270.9329895019531,271.5812469482422,271.08831481933595,270.9566483054726,271.22206571744437,271.12428262149587,45.821947616086725,-0.1663759351522458,0.0005067039413766475,-0.16688263909362244,0.6672978989324463,273.2370768401194,271.5812469482422,269.925417056365,1.2217893130044681,5873545.0,334485.2,271.3789594233231,270.8966573079427,271.20331827799475,270.74332682291663,0.15148282675929714,90283.44287109375,220013.17557525286
51,2025-10-31 17:45:00+00:00,271.2200012207031,271.4599914550781,270.989990234375,271.0299987792969,168680,270.8929901123047,271.5857467651367,271.11211486816404,271.0093188885187,271.22187803592243,271.128036292053,47.976453101369636,-0.14196026443880783,-0.027986689734660248,-0.11397357470414758,0.6532052790589233,273.2371302615643,271.5857467651367,269.93436326870915,1.2177446272362267,6042225.0,326300.35,271.3780947291862,271.22332763671875,271.4566650390625,270.9866638183594,0.0627240123191708,79279.80590820312,213108.06875304825
52,2025-10-31 17:50:00+00:00,271.4049987792969,271.5899963378906,271.19000244140625,271.239990234375,168124,270.9104888916016,271.57997131347656,271.12611511230466,271.08845486667434,271.2385253762292,271.1388975660626,50.29283756895702,-0.10645575690432452,-0.04368050316859311,-0.06277525373573141,0.6351187517321699,273.23303415910425,271.57997131347656,269.9269084678489,1.218152099675907,6210349.0,322400.6,271.3782398116915,271.39499918619794,271.5999959309896,271.20000203450525,0.06820940851011148,67248.57385253906,209086.85233611712
53,2025-10-31 17:55:00+00:00,271.3699951171875,271.50469970703125,271.2300109863281,271.4049987792969,170359,270.91737976074216,271.57447052001953,271.11371520996096,271.144762916777,271.25047717086176,271.1479602151263,49.84064181393638,-0.08021797895406735,-0.050987998325687955,-0.029229980628379393,0.6093737495158095,273.2295582288377,271.57447052001953,269.9193828112014,1.21980155403947,6039990.0,302157.2,271.3781950052273,271.3682352701823,271.5064595540365,271.23177083333337,-0.012897206118833715,46795.69577026367,192731.93516998104
54,2025-10-31 18:00:00+00:00,271.7900085449219,272.0599060058594,271.3599853515625,271.3599853515625,204444,270.98138122558595,271.54247131347654,271.12391540527346,271.27381204240595,271.2995254775945,271.17313858100067,55.06183811039429,-0.025241805652910898,-0.04583875979113254,0.020596954138221643,0.6158413855716,273.15434203511035,271.54247131347654,269.93060059184273,1.1861147731392003,6244434.0,292136.85,271.38086341656634,271.73663330078125,272.11328125,271.4133605957031,0.15477519080655533,143094.5782470703,178634.08694457822
55,2025-10-31 18:05:00+00:00,271.5,271.79998779296875,271.3900146484375,271.7799987792969,185958,271.0268798828125,271.4957214355469,271.1451751708984,271.31904963392475,271.31775043417684,271.1859566758634,51.10613751727902,-0.005016234078595971,-0.03767425464862523,0.032658020570029256,0.601136511211575,273.0547035270638,271.4957214355469,269.93673934403,1.1484214302150246,6058476.0,280656.6,271.3815614651969,271.56333414713544,271.73665364583337,271.3266805013021,-0.10670316634319166,76237.78601074219,171512.8444610577
56,2025-10-31 18:10:00+00:00,271.42999267578125,271.6000061035156,271.3699951171875,271.5299987792969,132194,271.11387939453124,271.42922058105466,271.1756750488281,271.3412382422961,271.3279542743227,271.19552671507586,50.16916479854944,0.005302546665404861,-0.02907889438581921,0.03438144105122407,0.5746275451484715,272.87625712683257,271.42922058105466,269.98218403527676,1.0662318718081882,5926282.0,262184.25,271.38176235484923,271.46666463216144,271.5633341471354,271.33332316080725,-0.025785386452581438,30406.072326660156,152967.04881133846
57,2025-10-31 18:15:00+00:00,271.489990234375,271.5,271.2204895019531,271.3999938964844,189111,271.2279998779297,271.35171966552736,271.20020263671876,271.37098864071186,271.3426848161456,271.207074304068,50.9983271538501,0.018112763641340734,-0.01964056278038722,0.037753326421727955,0.553547756069786,272.59739226071025,271.35171966552736,270.10604707034446,0.9176563703932636,6115393.0,253580.25,271.382400775626,271.4034932454427,271.58649698893225,271.3069864908854,0.02210424795074939,52858.50979614258,146706.4089248649
58,2025-10-31 18:20:00+00:00,271.6499938964844,271.8500061035156,271.44000244140625,271.44000244140625,194541,271.3544982910156,271.30271911621094,271.24620056152344,271.42678969186636,271.3706220052673,271.224443699849,53.23323572220233,0.040706670059819317,-0.007571116212345913,0.04827778627216523,0.5432946065011852,272.4131635691623,271.30271911621094,270.1922746632596,0.8175552938716462,6309934.0,239787.95,271.3840147986446,271.64666748046875,271.85333251953125,271.4433288574219,0.058935381732205805,79762.52243041992,132349.47075652992
59,2025-10-31 18:25:00+00:00,271.8099975585937,271.8299865722656,271.5,271.6700134277344,273209,271.47149658203125,271.2587432861328,271.28300048828123,271.5034312652118,271.4105652373879,271.24740659627037,55.422745333569424,0.07070837981450495,0.00808478299302426,0.06262359682148069,0.5280583183415023,272.20329480585275,271.2587432861328,270.3141917664129,0.6950086664978696,6583143.0,239712.95,271.3875928566853,271.7133280436198,271.9266560872396,271.596669514974,0.058900668398420564,90155.30142211914,130813.6042938224
60,2025-10-31 18:30:00+00:00,271.9800109863281,272.1199951171875,271.6600036621094,271.7900085449219,213205,271.5644989013672,271.24874420166014,271.3137109375,271.5987472094351,271.46233303274613,271.2761361801942,57.689456189581044,0.10697052408761465,0.027861931211942338,0.07910859287567232,0.5231963995369754,272.15763527223174,271.24874420166014,270.33985313108855,0.6683513742613144,6796348.0,237201.5,271.3914507362818,271.9200032552083,272.18000284830725,271.72001139322913,0.06254862928571914,98072.47817993164,126892.01233673011
61,2025-10-31 18:35:00+00:00,271.93389892578125,272.0599975585937,271.8299865722656,271.9800109863281,150954,271.635888671875,271.26443939208986,271.34478881835935,271.6657775527043,271.5052026593857,271.3019307976682,56.84516486698155,0.13048354369851722,0.04838625370925732,0.08209728998925991,0.5022545843077677,272.2085895776388,271.26443939208986,270.3202892065409,0.6943968289930896,6645394.0,230424.25,271.39394032742376,271.94129435221356,272.0526021321615,271.8225911458334,-0.016954209384600905,34721.0784301672,116595.16071777216
62,2025-10-31 18:40:00+00:00,271.8555908203125,272.0299987792969,271.7099914550781,271.9800109863281,155873,271.6809478759766,271.29571838378905,271.37050048828127,271.7037402062259,271.5370561285609,271.32364295541896,55.36334612828533,0.14117163277279587,0.06694332952196502,0.07422830325083085,0.4892369228728378,272.2740644425877,271.29571838378905,270.3173723249904,0.7197542311684911,6489521.0,218632.55,271.39611781674614,271.8651936848958,272.0203959147135,271.70038859049475,-0.02879674280333866,49880.50164794922,104400.17330016961
63,2025-10-31 18:45:00+00:00,271.6874084472656,271.92498779296875,271.5299987792969,271.8550109863281,190101,271.7126892089844,271.3150344848633,271.3826025390625,271.7004738544339,271.5507245211704,271.3379082688247,52.215185934673016,0.13452044051933854,0.08045875172143972,0.05406168879789881,0.4825049293584834,272.30818453481027,271.3150344848633,270.32188443491634,0.7310975916204316,6299420.0,213106.15,271.39778388057164,271.71413167317706,271.89826456705725,271.5032755533854,-0.06186459970876079,75087.80648803711,101758.58256530718
64,2025-10-31 18:50:00+00:00,271.2699890136719,271.79998779296875,271.2699890136719,271.7049865722656,207163,271.6606872558594,271.32103424072267,271.3937420654297,271.6143768862815,271.52520311139784,271.33524476862266,45.32612596071712,0.09447797962928917,0.08326259730300961,0.011215382326279555,0.4858973472112256,272.3115700417627,271.32103424072267,270.33049843968263,0.7302951606564312,6092257.0,207108.5,271.39699227691926,271.4466552734375,271.6233215332031,271.09332275390625,-0.15363959484886447,109796.13711547852,99562.64087371783
65,2025-10-31 18:55:00+00:00,271.6700134277344,271.79998779296875,271.2699890136719,271.32000732421875,287671,271.6776885986328,271.35228424072267,271.4113421630859,271.62550419457204,271.53836768561024,271.3483729513329,51.87852826891989,0.09393978854797069,0.08539803555200183,0.008541752995968863,0.48904744950305773,272.3454482351784,271.35228424072267,270.3591202462669,0.7311546695380444,6379928.0,209472.45,271.3993206625974,271.5799967447917,271.8900044759115,271.3600056966146,0.1474635714466599,152465.27883911133,101416.36476440387
66,2025-10-31 19:00:00+00:00,271.5390014648437,271.84991455078125,271.3930969238281,271.70001220703125,212769,271.68858947753904,271.40123443603517,271.4321221923828,271.6082036486264,271.53842530190417,271.3558485793137,49.77456887874756,0.08199649321329616,0.0847177270842607,-0.00272123387096454,0.48674531932091963,272.32763567765045,271.40123443603517,270.4748331944199,0.6823338353737172,6167159.0,203725.55,271.40019620426943,271.59400431315106,271.794911702474,271.33809407552087,-0.048224668316410035,97196.62966918945,92676.57576599078
